id;UniversidadCompleto;Universidad;Universidad_Siglas;Facultad;Carrera;Country;Type;Genero;Edad;Q11;Q12;Q13;Q21;Q22;Q23;Q31;Q32;Q33;Q41;Q42;Q43;Q51;Q52;Q53;Q61;Q62;Q63;Q71;Q72;Q73;Q81;Q82;Q83
551;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Ciencias de la comunicación ;Mexico;Public;Hombre;29;2;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
552;Instituto de Investigación y Desarrollo Educativo (IIDE);Instituto de Investigación y Desarrollo Educativo;IIDE;;Maestría en ciencias educativas ;Mexico;Public;Mujer;26;2;2;1;4;4;4;3;2;2;3;3;3;4;4;4;3;4;4;3;3;2;3;3;3
553;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;29;4;1;3;2;4;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;1;2;2;1
554;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Educación ;Mexico;Public;Hombre;48;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4
555;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Investigación en la aplicación  de IA;Mexico;Public;Mujer;25;4;3;4;2;2;1;2;1;2;3;4;3;3;3;4;3;4;2;2;3;3;3;3;3
556;Instituto de Investigación y Desarrollo Educativo (IIDE);Instituto de Investigación y Desarrollo Educativo;IIDE;;Doctorado en Ciencias educativas ;Mexico;Public;Mujer;45;2;2;2;3;3;2;3;3;2;2;1;2;3;3;3;1;2;1;1;2;2;3;3;3
557;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Fcays;Mexico;Public;Hombre;27;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;4;3;4;4;4
558;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;MAESTRÍA EN EDUCACIÓN ;Mexico;Public;Mujer;30;1;2;4;2;3;2;2;2;2;2;3;2;3;3;2;1;2;1;2;1;1;2;2;2
559;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;33;2;3;1;3;2;1;2;1;1;2;4;2;3;2;2;2;2;1;1;3;1;1;2;2
560;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Posgrado en educación ;Mexico;Public;Hombre;31;1;3;1;4;4;3;4;2;2;2;4;4;4;4;4;4;4;4;4;3;3;4;4;4
561;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en educación ;Mexico;Public;Mujer;26;2;1;2;4;4;4;3;3;2;3;3;4;4;4;3;3;3;3;3;3;3;3;3;4
562;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;26;2;1;4;4;3;3;2;2;2;3;3;4;4;3;3;1;2;1;2;3;4;4;4;4
563;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Instituto de Investigación y Desarrollo Educativo  Doctorado en Ciencias Educativas ;Mexico;Public;Mujer;36;3;3;3;4;4;4;2;2;2;1;2;1;3;3;3;3;3;3;2;1;1;3;3;3
564;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestria en Educación ;Mexico;Public;Mujer;25;1;1;4;3;2;2;2;2;2;2;2;2;3;2;2;1;1;1;1;1;1;2;2;2
565;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestria en Educación;Mexico;Public;Mujer;37;2;1;2;4;4;4;2;1;1;2;2;2;4;4;4;4;4;3;3;1;1;4;4;4
566;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestria en educacion ;Mexico;Public;Mujer;37;1;1;1;4;4;1;4;1;1;4;4;4;4;4;4;2;4;4;2;2;4;3;4;4
567;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Hombre;37;3;4;3;4;3;3;1;2;1;3;3;2;4;3;3;3;3;3;3;3;3;3;4;4
568;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;24;3;2;3;3;3;2;2;2;3;4;3;2;4;4;3;3;3;4;3;2;2;4;4;4
569;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Gestión de las Tecnologías de la Información y Comunicación ;Mexico;Public;Mujer;39;2;2;2;4;4;3;4;3;2;2;3;3;4;4;4;4;4;4;4;2;4;4;4;4
570;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;29;3;3;4;3;3;3;2;3;2;2;3;3;3;3;3;2;2;2;3;3;3;2;2;3
571;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación;Mexico;Public;Hombre;28;3;4;3;4;4;2;2;2;3;4;2;3;3;4;4;3;2;3;3;2;2;3;4;4
572;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;37;2;3;2;3;4;2;2;1;2;3;2;3;3;3;3;2;2;2;3;3;2;3;4;4
573;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Facultad de Ciencias administrativas y Sociales;Mexico;Public;Mujer;17;3;2;2;3;3;3;3;2;3;2;3;3;4;3;3;2;2;2;3;3;3;3;3;3
574;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;MGTIC;Mexico;Public;Hombre;37;3;3;2;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3
575;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;Instituto de Investigación y Desarrollo Educativo (IIDE) esarr;Maestrías en Ciencias Educativas;Mexico;Public;Mujer;57;2;4;4;4;4;2;4;2;2;1;2;1;3;3;3;1;2;1;2;4;4;2;4;3
576;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;28;2;1;3;3;3;2;3;2;1;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3
577;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;30;3;1;1;4;4;3;3;2;3;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4
578;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;38;3;4;2;3;2;3;1;2;2;1;2;2;4;3;3;2;2;1;1;1;3;2;2;3
579;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;28;1;1;1;3;3;2;2;1;1;3;3;3;3;3;2;3;2;3;3;3;3;2;3;3
580;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Tronco común área de ciencias sociales ;Mexico;Public;Mujer;17;2;4;3;3;3;3;1;2;4;1;1;2;3;3;3;2;1;1;3;4;3;3;3;4
581;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría en educación ;Mexico;Private;Mujer;28;2;2;2;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3
582;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría en educación ;Mexico;Private;Mujer;29;3;2;2;4;4;4;3;1;1;4;4;4;4;4;4;3;3;2;3;3;3;3;3;3
583;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Educación continua ;Mexico;Private;Mujer;50;1;2;4;1;2;2;3;4;4;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1
584;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría ;Mexico;Private;Mujer;26;3;2;3;4;3;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
585;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría ;Mexico;Private;Hombre;30;3;2;2;3;4;3;2;2;3;4;3;3;4;4;3;2;3;3;3;3;3;4;3;3
586;Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo (CECyTEH);Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo;CECyTEH;;Ciencias experimentales ;Mexico;Public;Mujer;26;2;2;2;4;4;3;3;2;2;2;2;2;4;4;4;3;2;3;3;3;2;3;3;3
587;Telebachillerato Comunitario;Telebachillerato Comunitario;;;Bachillerato General;No definido;;Mujer;29;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4
588;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de innovación ;Mexico;Private;Mujer;30;3;1;1;4;4;3;2;1;1;4;4;4;3;3;2;3;3;3;3;4;4;3;3;3
589;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Aceptación de la IA en educación superior ;Mexico;Private;Mujer;27;3;2;3;3;3;2;3;2;3;3;3;3;3;3;2;3;3;2;2;2;2;3;3;3
590;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de titulación  con IA;Mexico;Private;Mujer;43;2;2;2;3;3;3;2;3;3;3;3;3;4;4;3;3;3;3;2;3;3;3;3;4
591;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Educación ;Mexico;Private;Mujer;26;2;1;1;4;4;4;3;1;1;4;3;3;3;3;3;2;3;1;1;3;2;4;4;4
592;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de titulación con IA ;Mexico;Private;Mujer;23;2;3;1;4;4;3;3;3;2;4;4;3;4;4;3;4;4;3;3;2;2;2;3;4
593;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Proyecto de investigación ;Mexico;Private;Mujer;25;1;1;2;3;4;3;2;2;3;4;3;4;4;4;4;3;1;2;2;2;3;3;3;4
594;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Desarrollo de tesis con apoyo de inteligencia artificial ;Mexico;Private;Hombre;35;2;3;4;1;1;2;2;2;2;2;2;1;1;1;1;2;1;1;2;3;2;2;1;1
595;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;"""Taller de Titulación -Proyectos de Investigación- utilizando la Inteligencia Artificial""";Mexico;Private;Mujer;24;2;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3
596;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;"""Taller de Titulación -Proyectos de Investigación- utilizando la Inteligencia Artificial""";Mexico;Private;Hombre;27;2;1;2;4;4;4;4;2;2;3;3;3;4;4;3;3;4;3;3;3;3;3;3;3
597;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;AI;Mexico;Private;Mujer;37;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
598;Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo (CECyTEH);Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo;CECyTEH;;Calidad y Control Interno;Mexico;Public;Hombre;40;3;2;2;4;4;4;3;2;2;3;3;3;4;4;4;3;3;3;2;3;3;4;3;4
599;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de titulacion ;Mexico;Private;Mujer;48;3;3;2;3;3;3;3;3;2;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3
600;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de Investigación con la IA;Mexico;Private;Hombre;35;2;2;2;3;3;2;2;2;2;3;3;3;3;3;3;2;2;2;3;2;2;2;2;3
601;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Protocolo de investigación utilizando IA;Mexico;Private;Mujer;23;3;3;2;4;4;3;2;2;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3
602;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Inteligencia artificial ;Mexico;Private;Mujer;37;3;3;2;4;4;4;3;3;4;3;4;4;4;4;4;2;3;2;4;4;3;4;3;4
603;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría en Educación ;Mexico;Private;Mujer;39;2;1;2;4;4;3;2;2;3;3;3;3;4;4;4;3;3;3;2;2;2;3;4;4
604;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de innovación ;Mexico;Private;Mujer;22;2;2;1;3;4;2;2;1;3;3;3;3;4;4;3;3;2;2;2;2;2;3;3;3
605;SEPH;SEPH;;GRAL. FELIPE ÁNGELES;DIRECCIÓN ;Mexico;Public;Mujer;39;2;2;2;4;4;4;2;2;2;2;2;2;4;4;4;2;2;2;2;2;2;4;2;4
606;Secretaría de Educación Pública (SEP);Secretaría de Educación Pública;SEP;;Programas de la Secretaría de Educación Pública (SEP);Mexico;Public;Mujer;25;3;2;2;4;4;3;3;2;2;1;3;2;4;4;4;2;2;1;3;3;3;3;3;3
607;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;IA;Mexico;Private;Mujer;37;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3
608;Heimdal;Heimdal;;;dirección;No definido;;Mujer;45;2;1;4;4;4;4;1;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4
609;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Licenciatura en Derecho ;Mexico;Private;Mujer;36;2;3;4;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3
610;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría en educación ;Mexico;Private;Mujer;33;2;2;1;1;1;1;3;2;3;2;3;3;1;1;1;2;2;3;3;3;3;1;2;2
611;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Curso de tésis ;Mexico;Private;Mujer;44;2;2;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4
612;Secretaría de Educación Pública de Hidalgo (SEPH);Secretaría de Educación Pública de Hidalgo;SEPH;;Primaria general;Mexico;Public;Mujer;40;2;2;1;3;4;3;3;1;1;2;1;2;4;4;1;1;2;3;1;3;2;3;3;3
613;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller IA;Mexico;Private;Mujer;26;3;1;1;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4
614;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría en Educación ;Mexico;Private;Mujer;29;1;1;1;4;4;4;2;3;3;4;4;4;4;4;4;4;4;4;4;1;1;4;4;4
615;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Derecho;Mexico;Private;Mujer;28;3;2;3;3;3;4;2;2;3;2;2;2;4;4;4;4;4;4;3;3;3;3;3;3
616;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;TEducavionnCobtinua;Mexico;Private;Mujer;50;1;1;1;1;1;1;3;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
617;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller ;Mexico;Private;Mujer;30;1;3;1;4;3;3;3;4;4;4;2;3;4;4;4;4;4;3;2;2;2;3;3;4
618;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller inteligencia artificial ;Mexico;Private;Hombre;31;2;1;1;4;4;3;4;2;2;4;3;3;4;4;4;4;4;4;1;1;1;4;4;4
619;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Ciencias de la educación ;Mexico;Private;Mujer;29;3;4;2;3;4;3;3;2;2;3;3;3;3;3;3;2;2;2;3;3;3;2;3;3
620;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Educación;Mexico;Private;Mujer;33;2;1;1;4;4;4;4;2;2;4;4;4;4;4;4;3;4;3;3;3;3;3;3;4
621;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Maestría en educación ;Mexico;Private;Mujer;40;3;2;1;2;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
622;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de tesis  con inteligencia artificial ;Mexico;Private;Mujer;24;3;2;3;2;4;3;1;1;1;3;3;3;4;3;4;2;3;3;2;1;2;2;2;3
623;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;CUDI;Mexico;Private;Mujer;27;2;2;2;4;4;4;3;2;2;4;3;3;4;3;3;4;4;3;3;3;2;4;3;3
624;Escuela Normal Sierra Hidalguense (ENSH);Escuela Normal Sierra Hidalguense ;ENSH;SEPH;Docencia ;Mexico;Public;Mujer;28;2;2;2;2;2;2;2;2;2;4;4;4;2;2;2;2;2;3;2;2;2;2;2;2
625;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;CUDI;Mexico;Private;Mujer;29;4;1;1;4;4;4;4;3;2;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4
626;Centro Universitario de Desarrollo Intelectual (CUDI);Centro Universitario de Desarrollo Intelectual ;CUDI;;Taller de titulación;Mexico;Private;Mujer;29;2;3;3;4;4;4;3;1;4;3;3;2;4;4;4;2;4;2;3;3;2;4;4;4
